transaction_id,date,amount
505,1/5/2025,$839.23 
506,3/19/2025,$206.54 
507,8/20/2024,$204.42 
508,11/9/2024,$513.62 
509,4/4/2025,$252.56 
510,1/22/2025,$346.73 
511,12/6/2025,$397.91 
512,7/5/2025,$129.94 
513,5/4/2025,$787.20 
514,1/14/2025,$711.75 
515,11/26/2024,$655.39 
516,9/21/2025,$769.79 
517,9/29/2024,$40.88 
518,3/26/2025,$362.83 
519,11/2/2024,$514.92 
520,5/3/2025,$937.92 
521,11/24/2025,$927.92 
522,10/29/2024,$193.38 
523,12/15/2025,$618.41 
524,8/17/2024,$767.68 
525,9/19/2024,$446.31 
526,8/16/2025,$792.18 
527,4/2/2025,$237.19 
528,5/5/2025,$219.05 
529,9/1/2024,$941.00 
530,10/26/2025,$705.38 
531,11/26/2025,$487.85 
532,5/22/2025,$590.11 
533,8/13/2025,$293.54 
534,11/19/2025,$808.75 
535,1/31/2025,$200.09 
536,8/29/2025,$638.03 
537,8/29/2024,$105.50 
538,8/9/2024,$533.90 
539,2/16/2025,$366.52 
540,11/24/2024,$549.24 
541,12/9/2025,$69.94 
542,2/24/2025,$160.07 
543,8/30/2025,$64.79 
544,6/18/2025,$859.75 
545,12/17/2025,$484.35 
546,1/22/2025,$924.09 
547,11/20/2025,$531.13 
548,10/27/2024,$681.19 
549,10/25/2024,$677.20 
550,12/5/2025,$593.31 
551,8/23/2025,$50.88 
552,9/30/2025,$968.25 
553,8/30/2025,$40.00 
554,2/11/2025,$505.19 
555,11/2/2024,$915.12 
556,7/19/2025,$348.12 
557,5/7/2025,$144.84 
558,12/10/2024,$837.75 
559,8/15/2025,$971.24 
560,1/1/2025,$937.75 
561,9/25/2025,$406.78 
562,10/18/2024,$180.91 
563,10/16/2025,$482.61 
564,11/16/2024,$698.39 
565,5/7/2025,$759.95 
566,5/14/2025,$760.40 
567,12/22/2024,$271.99 
568,9/5/2025,$24.05 
569,6/1/2025,$954.99 
570,1/26/2025,$373.63 
571,12/23/2024,$14.67 
572,5/4/2025,$925.73 
573,1/7/2025,$249.53 
574,10/17/2025,$63.14 
575,9/9/2025,$668.43 
576,4/21/2025,$502.92 
577,12/5/2025,$959.53 
578,5/20/2025,$109.81 
579,1/1/2025,$882.97 
580,10/7/2025,$613.84 
581,7/17/2025,$117.11 
582,8/1/2024,$205.84 
583,9/3/2025,$347.56 
584,9/23/2024,$645.49 
585,7/13/2025,$207.00 
586,11/5/2025,$163.30 
587,3/3/2025,$112.61 
588,7/6/2025,$932.81 
589,11/11/2025,$195.62 
590,2/26/2025,$953.42 
591,3/8/2025,$664.36 
592,2/20/2025,$229.87 
593,12/6/2024,$687.36 
594,8/30/2025,$800.77 
595,1/16/2025,$946.75 
596,7/21/2025,$971.67 
597,2/24/2025,$658.61 
598,6/20/2025,$188.73 
599,10/3/2024,$679.80 
600,9/23/2025,$975.83 
601,4/27/2025,$423.48 
602,11/13/2024,$623.90 
603,12/16/2024,$634.86 
604,7/20/2025,$549.81 
605,10/11/2025,$437.78 
606,8/8/2025,$855.81 
607,4/24/2025,$39.33 
608,5/19/2025,$705.61 
609,4/18/2025,$69.52 
610,9/14/2025,$53.65 
611,6/10/2025,$542.05 
612,10/23/2024,$468.30 
613,2/23/2025,$111.57 
614,2/1/2025,$313.65 
615,6/29/2025,$629.09 
616,9/24/2025,$637.84 
617,6/30/2025,$584.20 
618,9/10/2025,$192.43 
619,12/10/2025,$721.66 
620,10/4/2025,$876.56 
621,7/15/2025,$309.24 
622,6/29/2025,$876.92 
623,5/30/2025,$506.56 
624,1/15/2025,$242.40 
625,6/26/2025,$1.27 
626,8/9/2025,$702.81 
627,8/6/2025,$919.64 
628,11/2/2025,$565.60 
629,2/10/2025,$351.04 
630,11/15/2025,$648.92 
631,12/9/2024,$521.59 
632,8/2/2024,$713.42 
633,9/12/2024,$366.37 
634,8/13/2024,$713.83 
635,12/11/2024,$426.33 
636,3/13/2025,$914.13 
637,6/3/2025,$555.51 
638,9/16/2024,$239.45 
639,8/25/2024,$805.41 
640,1/22/2025,$553.83 
641,10/2/2024,$200.86 
642,2/13/2025,$831.12 
643,8/29/2024,$682.44 
644,2/15/2025,$472.51 
645,8/27/2025,$397.13 
646,10/11/2025,$901.80 
647,11/1/2025,$330.99 
648,7/28/2025,$20.08 
649,11/7/2024,$161.75 
650,3/3/2025,$531.71 
651,8/31/2024,$857.84 
652,9/24/2024,$544.53 
653,8/15/2024,$995.39 
654,10/30/2024,$20.65 
655,12/5/2025,$868.43 
656,1/9/2025,$313.76 
657,3/1/2025,$255.68 
658,10/15/2024,$309.36 
659,7/14/2025,$338.81 
660,11/15/2025,$182.10 
661,1/25/2025,$133.15 
662,11/6/2025,$135.48 
663,9/26/2025,$860.61 
664,7/18/2025,$593.84 
665,11/26/2025,$893.98 
666,7/15/2025,$488.54 
667,11/2/2025,$205.19 
668,11/21/2024,$854.66 
669,8/19/2024,$886.07 
670,12/25/2024,$116.69 
671,9/28/2025,$294.44 
672,8/14/2025,$211.13 
673,11/15/2024,$117.14 
674,2/8/2025,$773.55 
675,4/18/2025,$288.58 
676,2/4/2025,$864.33 
677,5/30/2025,$954.65 
678,7/5/2025,$818.67 
679,3/5/2025,$844.10 
680,8/3/2025,$837.97 
681,12/11/2024,$743.69 
682,7/13/2025,$197.68 
683,2/1/2025,$353.51 
684,4/25/2025,$40.67 
685,3/11/2025,$385.37 
686,2/11/2025,$155.09 
687,11/22/2024,$460.06 
688,8/26/2024,$933.56 
689,7/6/2025,$567.66 
690,9/3/2025,$909.74 
691,1/17/2025,$448.48 
692,8/20/2025,$385.65 
693,6/18/2025,$316.51 
694,6/24/2025,$688.58 
695,10/18/2024,$551.33 
696,12/10/2025,$508.75 
697,11/24/2025,$839.65 
698,2/27/2025,$476.01 
699,10/8/2024,$686.97 
700,9/16/2025,$29.99 
701,8/7/2024,$485.39 
702,11/16/2025,$487.27 
703,11/22/2025,$327.85 
704,1/22/2025,$344.13 
705,9/18/2024,$585.07 
706,6/7/2025,$441.62 
707,6/18/2025,$881.52 
708,1/5/2025,$893.68 
709,8/28/2025,$2.70 
710,10/14/2024,$14.12 
711,12/10/2025,$854.43 
712,4/16/2025,$927.00 
713,12/20/2024,$142.13 
714,10/5/2025,$341.07 
715,8/11/2024,$782.88 
716,10/6/2024,$891.93 
717,8/11/2025,$758.17 
718,9/8/2024,$288.63 
719,10/3/2024,$739.69 
720,6/8/2025,$261.16 
721,8/30/2025,$19.39 
722,7/12/2025,$301.79 
723,11/23/2025,$704.43 
724,2/6/2025,$936.32 
725,2/15/2025,$574.38 
726,8/11/2024,$642.85 
727,8/6/2025,$19.76 
728,11/21/2024,$813.30 
729,10/5/2025,$109.27 
730,12/14/2024,$875.69 
731,9/22/2024,$485.69 
732,8/4/2025,$574.18 
733,12/24/2024,$137.00 
734,8/24/2024,$864.33 
735,10/24/2025,$684.25 
736,3/21/2025,$450.34 
737,12/6/2024,$429.83 
738,12/19/2024,$744.63 
739,9/18/2025,$940.42 
740,10/9/2024,$209.80 
741,12/27/2024,$980.77 
742,3/16/2025,$183.78 
743,9/12/2024,$741.79 
744,9/14/2025,$22.11 
745,10/17/2024,$959.10 
746,7/27/2025,$664.77 
747,12/16/2024,$187.11 
748,11/7/2024,$249.41 
749,6/6/2025,$545.17 
750,6/4/2025,$563.11 
751,10/12/2025,$209.09 
752,10/17/2025,$774.34 
753,10/7/2024,$567.83 
754,6/18/2025,$986.33 
755,1/8/2025,$304.54 
756,10/30/2024,$237.87 
757,10/17/2025,$4.27 
758,12/2/2025,$255.37 
759,12/14/2025,$972.72 
760,10/12/2025,$753.81 
761,7/22/2025,$227.28 
762,8/24/2024,$588.43 
763,1/16/2025,$867.35 
764,6/18/2025,$381.52 
765,8/10/2025,$924.12 
766,5/8/2025,$371.02 
767,7/7/2025,$140.59 
768,7/15/2025,$234.38 
769,10/12/2025,$937.31 
770,5/19/2025,$821.31 
771,11/20/2024,$484.20 
772,1/24/2025,$147.82 
773,8/23/2024,$693.47 
774,6/5/2025,$326.55 
775,11/10/2025,$554.64 
776,4/13/2025,$102.78 
777,8/21/2024,$929.68 
778,10/14/2025,$679.90 
779,9/2/2024,$803.03 
780,11/1/2025,$878.05 
781,11/15/2025,$705.89 
782,1/3/2025,$788.21 
783,12/7/2025,$432.48 
784,10/11/2024,$69.74 
785,11/1/2025,$340.58 
786,11/20/2025,$61.13 
787,3/4/2025,$306.80 
788,3/7/2025,$665.38 
789,8/27/2024,$487.13 
790,11/2/2024,$287.54 
791,2/16/2025,$238.72 
792,1/29/2025,$208.96 
793,12/4/2024,$5.99 
794,2/24/2025,$416.33 
795,7/20/2025,$146.55 
796,12/12/2024,$619.57 
797,8/18/2025,$465.11 
798,11/1/2025,$709.58 
799,10/9/2024,$416.29 
800,9/1/2025,$42.98 
801,1/11/2025,$303.68 
802,8/22/2025,$531.06 
803,2/3/2025,$206.02 
804,9/12/2025,$584.52 
805,12/1/2025,$900.74 
806,6/14/2025,$301.50 
807,1/27/2025,$70.20 
808,4/9/2025,$296.67 
809,3/9/2025,$967.13 
810,9/17/2024,$332.24 
811,4/8/2025,$757.84 
812,8/3/2025,$826.02 
813,3/4/2025,$458.52 
814,12/12/2024,$722.01 
815,11/22/2024,$284.14 
816,5/4/2025,$134.92 
817,12/22/2024,$748.23 
818,9/29/2024,$858.75 
819,11/10/2024,$344.19 
820,11/4/2025,$443.50 
821,8/11/2024,$353.34 
822,3/25/2025,$3.29 
823,7/24/2025,$597.94 
824,4/28/2025,$153.27 
825,10/13/2024,$634.92 
826,3/21/2025,$156.30 
827,12/13/2024,$11.76 
828,9/12/2025,$738.09 
829,5/7/2025,$897.44 
830,11/11/2025,$144.84 
831,10/5/2024,$718.96 
832,11/9/2025,$235.73 
833,5/31/2025,$865.09 
834,9/29/2024,$43.81 
835,5/17/2025,$771.50 
836,2/27/2025,$305.79 
837,6/28/2025,$714.36 
838,5/4/2025,$148.14 
839,9/1/2025,$146.35 
840,2/21/2025,$46.61 
841,9/9/2024,$485.56 
842,11/17/2024,$757.91 
843,5/4/2025,$915.24 
844,12/3/2024,$393.15 
845,9/10/2024,$698.53 
846,4/16/2025,$739.64 
847,11/16/2025,$222.65 
848,6/5/2025,$502.50 
849,12/24/2024,$416.41 
850,9/13/2024,$457.37 
851,11/10/2025,$578.17 
852,3/11/2025,$816.38 
853,2/11/2025,$472.53 
854,1/18/2025,$691.99 
855,9/30/2025,$682.74 
856,1/19/2025,$568.76 
857,6/26/2025,$186.54 
858,8/8/2024,$790.00 
859,2/25/2025,$55.63 
860,8/15/2024,$162.14 
861,8/31/2025,$115.87 
862,8/10/2024,$647.04 
863,12/4/2025,$318.39 
864,9/23/2024,$177.08 
865,10/15/2024,$273.76 
866,11/2/2025,$64.96 
867,11/22/2024,$378.10 
868,10/26/2025,$304.77 
869,11/28/2025,$742.27 
870,7/16/2025,$791.65 
871,8/16/2024,$194.36 
872,10/11/2025,$624.03 
873,2/7/2025,$886.15 
874,12/19/2024,$798.46 
875,3/17/2025,$38.14 
876,2/21/2025,$822.52 
877,1/10/2025,$380.37 
878,9/22/2025,$800.46 
879,12/9/2024,$153.34 
880,10/18/2024,$565.58 
881,9/2/2025,$552.70 
882,11/23/2024,$841.11 
883,3/12/2025,$499.84 
884,8/25/2025,$250.08 
885,9/8/2024,$500.85 
886,4/6/2025,$745.77 
887,2/19/2025,$365.49 
888,3/8/2025,$65.11 
889,11/15/2025,$66.66 
890,10/21/2024,$390.75 
891,7/8/2025,$481.35 
892,12/17/2024,$795.79 
893,5/17/2025,$185.83 
894,5/20/2025,$692.18 
895,4/19/2025,$626.48 
896,11/6/2024,$138.66 
897,2/13/2025,$317.68 
898,4/28/2025,$376.89 
899,6/13/2025,$252.94 
900,12/7/2025,$447.99 
901,12/15/2025,$153.12 
902,10/12/2025,$346.85 
903,12/15/2024,$5.22 
904,7/19/2025,$57.33 
905,6/9/2025,$326.07 
906,4/3/2025,$98.66 
907,1/18/2025,$420.18 
908,1/4/2025,$421.15 
909,3/24/2025,$877.39 
910,4/18/2025,$86.94 
911,5/23/2025,$922.27 
912,7/9/2025,$704.22 
913,7/5/2025,$963.29 
914,10/31/2024,$959.97 
915,8/18/2024,$923.06 
916,3/18/2025,$293.99 
917,4/6/2025,$695.04 
918,7/6/2025,$341.19 
919,6/5/2025,$406.89 
920,11/21/2024,$375.94 
921,9/21/2024,$923.30 
922,7/13/2025,$541.03 
923,12/12/2025,$935.35 
924,8/4/2024,$715.72 
925,9/11/2025,$912.93 
926,3/28/2025,$304.17 
927,12/28/2024,$195.19 
928,1/12/2025,$160.78 
929,4/13/2025,$467.22 
930,10/24/2024,$728.83 
931,11/9/2025,$758.79 
932,9/16/2024,$489.40 
933,3/26/2025,$612.68 
934,7/26/2025,$418.70 
935,8/5/2024,$512.86 
936,2/12/2025,$107.08 
937,8/18/2024,$638.84 
938,11/7/2025,$516.28 
939,8/23/2025,$475.48 
940,4/24/2025,$184.70 
941,3/30/2025,$601.16 
942,9/27/2025,$47.28 
943,5/29/2025,$926.31 
944,10/15/2024,$708.62 
945,7/5/2025,$168.26 
946,12/6/2024,$414.65 
947,5/7/2025,$532.33 
948,9/14/2024,$530.74 
949,8/11/2025,$643.35 
950,11/8/2024,$695.92 
951,5/21/2025,$495.20 
952,10/17/2024,$725.89 
953,11/21/2025,$371.59 
954,7/8/2025,$488.55 
955,4/3/2025,$714.73 
956,10/24/2025,$183.16 
957,5/29/2025,$822.47 
958,5/9/2025,$148.43 
959,2/25/2025,$78.22 
960,2/17/2025,$376.15 
961,11/9/2025,$285.36 
962,9/7/2025,$740.84 
963,5/16/2025,$378.89 
964,7/28/2025,$185.81 
965,8/29/2024,$858.45 
966,11/21/2024,$561.74 
967,3/8/2025,$140.16 
968,4/8/2025,$603.22 
969,1/24/2025,$2.92 
970,12/3/2025,$49.86 
971,12/8/2024,$241.24 
972,8/19/2024,$913.40 
973,10/14/2024,$392.12 
974,9/1/2024,$552.65 
975,9/7/2025,$391.53 
976,8/17/2025,$71.93 
977,11/4/2024,$450.05 
978,6/5/2025,$40.57 
979,11/17/2024,$561.73 
980,8/7/2025,$579.02 
981,7/11/2025,$651.31 
982,8/20/2024,$503.71 
983,8/10/2024,$206.09 
984,3/12/2025,$344.69 
985,11/17/2025,$66.80 
986,10/20/2025,$875.88 
987,9/25/2024,$308.90 
988,8/10/2024,$608.05 
989,5/11/2025,$804.00 
990,4/23/2025,$711.83 
991,9/11/2024,$666.02 
992,6/3/2025,$629.73 
993,12/9/2024,$556.85 
994,5/5/2025,$222.43 
995,8/12/2024,$252.33 
996,3/29/2025,$83.42 
997,9/1/2024,$488.43 
998,10/28/2024,$443.04 
999,9/27/2025,$855.22 
1000,5/21/2025,$417.50 
